acqic,bacno,cano,conam,contp,csmcu,ecfg,etymd,flbmk,flg_3dsmk,fraud_ind,hcefg,insfg,iterm,locdt,loctm,mcc,mchno,ovrlt,scity,stocn,stscd,txkey
6769,79051,93756,1034.96,5,62,N,4,N,N,0,5,N,0,32,192959.0,247,79042,N,4247,102,0,311199
6769,94262,148397,727.6,4,62,N,2,N,N,0,5,N,0,33,90802.0,343,77655,N,5817,102,0,369511
6769,2196,83687,922.94,4,62,N,2,N,N,0,5,N,0,33,102524.0,343,78638,N,5817,102,0,254229
6092,108835,98209,1089.09,5,62,N,4,N,N,0,5,N,0,33,103046.0,274,8842,N,3588,102,0,1567727
6716,101354,69419,956.15,5,62,N,4,N,N,0,5,N,0,33,150311.0,388,45973,N,3406,102,0,853397
6032,113642,34773,557.76,5,62,N,5,N,N,0,5,N,0,33,164848.0,251,78003,N,5800,102,0,225783
5982,17249,180414,732.99,5,62,N,4,N,N,0,5,N,0,33,171050.0,357,28858,N,5861,102,0,1139757
6767,51975,142045,232.52,5,62,Y,8,N,N,0,5,N,0,33,111104.0,292,20126,N,5817,102,0,1424519
6777,24212,37926,511.12,5,62,N,4,N,N,0,5,N,0,33,191857.0,250,2232,N,5817,102,0,1568033
6581,28847,109166,708.98,2,62,N,9,N,N,0,5,N,0,33,223306.0,264,5973,N,3588,102,0,1282483
6716,113445,108117,2196.35,5,62,N,4,N,N,0,5,N,0,33,184503.0,247,60265,N,5803,102,0,1282416
5666,155265,152714,1192.18,5,62,N,2,N,N,0,5,N,0,34,161729.0,343,53952,N,5817,102,0,697572
5818,140734,177160,0.0,4,61,N,2,N,N,0,2,N,0,32,114104.0,322,102979,N,5751,104,0,692152
6716,44266,47725,668.55,5,62,N,4,N,N,0,5,N,0,32,124730.0,292,70713,N,5813,102,0,1638298
6769,124832,154572,254.99,5,62,N,5,N,N,0,5,N,0,32,145132.0,251,78015,N,3588,102,0,167606
6769,158451,35104,503.84,5,62,N,5,N,N,0,5,N,0,32,204943.0,251,77999,N,5800,102,0,456209
6092,87742,27919,760.09,4,62,N,2,N,N,0,5,N,0,33,115006.0,343,7488,N,5817,102,0,1496092
6189,77685,89222,587.34,2,62,N,2,N,N,0,5,N,0,33,124749.0,264,98916,N,5817,102,0,1353557
6032,82527,97116,426.47,5,62,N,4,N,N,0,5,N,0,33,140024.0,291,78368,N,5817,102,0,254368
6767,72975,182653,377.38,5,62,N,5,N,N,0,1,N,0,33,140553.0,251,18921,N,5817,102,0,1710359
6769,38835,130289,714.15,5,62,N,5,N,N,0,5,N,0,31,153124.0,251,78007,N,5812,102,0,339890
6769,76106,193799,979.75,5,62,Y,8,N,N,0,5,N,0,33,181440.0,343,85755,N,5817,102,0,254440
6777,51340,26450,266.55,5,62,N,5,N,N,0,1,N,0,33,153813.0,294,1278,N,5817,102,0,1211009
6769,3817,933,624.72,5,62,N,4,N,N,0,5,N,0,34,64505.0,263,77772,N,5817,102,0,369857
6856,134028,74289,1186.38,5,62,Y,8,N,N,0,5,N,0,34,135243.0,299,69185,N,0,104,0,1782442
6716,52653,202084,1727.57,4,62,N,2,N,N,0,5,N,0,34,110125.0,306,60556,N,5803,102,0,853772
6231,7595,85548,432.99,5,62,N,2,N,N,0,5,N,0,25,122118.0,209,20302,N,5817,102,0,1134662
5975,18416,63263,1116.73,5,62,N,2,N,N,0,5,N,0,34,135240.0,343,90262,N,5817,102,0,1068336
6716,11797,78733,955.49,5,62,Y,8,N,N,0,5,N,0,34,161311.0,281,60247,N,5803,102,0,1354116
6881,6779,177413,513.8,5,0,N,0,N,N,0,5,N,0,32,73813.0,457,59333,N,0,102,0,514053
6769,39474,22006,346.16,5,62,N,5,N,N,0,5,N,0,13,122418.0,251,77977,N,5817,102,0,393262
6032,47556,188175,928.9,5,62,N,5,N,N,0,5,N,0,32,113930.0,257,85080,N,2310,102,0,397959
6769,21854,54691,794.54,5,62,Y,8,N,N,0,5,N,0,21,173859.0,247,78537,N,5817,102,0,251227
3180,157430,10508,813.21,5,26,N,9,N,N,0,5,N,0,32,115916.0,251,71904,N,4740,52,0,692123
6777,75108,197688,1405.08,5,62,N,4,N,N,0,5,N,0,32,122732.0,263,3517,N,5858,102,0,1352912
6769,64524,11706,496.86,5,62,N,5,N,N,0,5,N,0,32,152156.0,292,79111,N,5817,102,0,369334
6032,36629,51420,703.98,5,62,N,5,N,N,0,5,N,0,32,120427.0,291,78461,N,5800,102,0,110035
5982,40038,94703,2456.39,5,62,N,4,N,N,0,5,N,0,32,122748.0,421,27396,N,6023,102,0,1067124
6769,49583,179747,1400.3,5,62,N,5,N,N,0,5,N,0,32,144822.0,247,79321,N,6456,102,0,81412
5982,24719,86301,789.97,5,62,N,4,N,N,0,5,N,0,32,164530.0,251,28087,N,2489,102,0,852807
6834,127573,36647,428.86,5,62,N,5,N,N,0,5,N,0,32,195602.0,299,95727,N,5817,102,0,1067502
5975,138883,186561,214.7,5,62,N,4,N,N,0,5,N,0,33,81652.0,191,89807,N,5817,102,0,1638712
6839,42471,111707,266.55,5,62,N,5,N,N,0,5,N,0,33,193837.0,292,79111,N,5817,102,0,456567
6092,150062,94341,1094.79,4,62,N,2,N,N,0,5,N,0,33,105735.0,343,7654,N,5817,102,0,1353502
6779,7544,11876,772.62,4,62,N,2,N,N,0,5,N,0,33,170052.0,411,7651,N,5817,102,0,1139748
6716,160747,79836,1954.27,5,62,Y,8,N,Y,0,5,N,0,33,235836.0,248,38849,N,5820,102,0,1639311
3336,47057,83290,651.79,5,71,Y,8,N,N,0,5,N,0,34,55340.0,232,20961,N,49,36,2,696831
6777,126313,29774,884.33,5,62,N,4,N,N,0,5,N,0,34,135613.0,257,6206,N,5829,102,0,1568397
6777,83730,91276,767.36,2,62,N,9,N,N,0,5,N,0,32,53655.0,264,5556,N,5812,102,0,923739
6189,98941,131610,1.38,5,62,Y,2,N,N,0,5,N,0,32,80449.0,205,90056,N,5817,102,0,1638141
6769,147194,18720,299.08,5,62,N,5,N,N,0,9,N,0,32,81630.0,251,78060,N,5817,102,0,196371
6035,55703,21270,1107.39,5,62,N,5,N,N,0,5,N,0,32,131732.0,349,30258,N,3405,102,0,1709721
6769,81863,34923,999.03,5,62,N,5,N,N,0,5,N,0,32,154924.0,251,78069,N,5800,102,0,110170
6769,153792,154948,722.62,5,62,N,5,N,N,0,5,N,0,32,162106.0,251,77994,N,5858,102,0,138945
5975,81482,95584,95.41,2,62,N,2,N,N,0,5,N,0,32,185753.0,264,92769,N,5817,102,0,1353241
6716,161841,59218,694.8,4,62,N,2,N,N,0,5,N,0,32,215350.0,446,38469,N,5820,102,0,1139355
6779,92174,135811,841.64,5,62,N,5,N,N,0,5,N,0,32,152505.0,247,8764,N,5800,102,0,1353093
6215,157649,59521,113.65,5,62,Y,2,N,N,0,5,N,0,32,154547.0,380,54238,N,6580,38,0,1866591
6881,59103,32211,513.8,5,0,N,0,N,N,0,5,N,0,32,161908.0,457,68906,N,0,102,0,514691
6677,15527,143117,366.38,5,62,N,5,N,N,0,5,N,0,33,82917.0,257,24749,N,3379,102,0,1710111
6881,157066,135552,513.8,5,0,N,0,N,N,0,5,N,0,33,90914.0,457,59333,N,0,102,0,515463
3226,70209,170461,1100.9,5,62,Y,8,N,N,0,5,N,0,33,101149.0,195,90141,N,1465,102,0,694376
6834,78238,163193,884.33,5,62,N,4,N,N,0,5,N,0,33,102601.0,263,97380,N,5817,102,0,853212
6189,46032,75464,825.23,5,62,N,2,N,N,0,5,N,0,33,141712.0,212,94891,N,5817,102,0,1139589
6716,65277,113354,277.55,5,62,N,5,N,N,0,1,N,0,33,191305.0,257,34679,Y,5820,102,0,1067996
5575,112041,179491,1068.68,5,62,Y,8,N,N,0,5,N,0,33,182615.0,203,33794,N,2138,44,0,695143
3468,34231,107711,0.1,5,61,Y,8,N,N,0,5,N,0,34,44433.0,280,68082,N,2030,104,0,696693
6581,102637,108897,750.9,2,62,N,9,N,N,0,5,N,0,34,65445.0,264,3225,N,5817,102,0,1568217
6231,41888,193479,223.11,5,62,Y,2,N,N,0,5,N,0,34,94706.0,250,20129,N,5817,102,0,1710742
3191,2819,102412,829.94,5,26,N,9,N,N,0,5,N,0,34,144706.0,275,73018,N,5932,52,0,697450
6716,140298,153527,652.03,5,62,N,2,N,N,0,5,N,0,34,144954.0,411,41445,N,5817,102,0,1211513
6716,94951,38232,685.38,5,62,N,5,N,N,0,5,N,0,32,12023.0,251,46280,N,4526,102,0,1495389
6769,38169,3375,272.12,5,62,Y,8,N,N,0,5,N,0,32,123226.0,380,84211,N,5817,102,0,398033
6291,101109,11762,772.62,5,62,N,2,N,N,0,5,N,0,34,121045.0,411,44492,N,110,102,0,1282709
6783,57144,155772,615.76,5,62,N,5,N,N,0,5,N,0,34,142054.0,257,30732,N,5966,102,0,1782400
5975,132109,86997,555.43,5,62,N,4,N,N,0,5,N,0,32,101138.0,191,99677,N,5817,102,0,923788
6767,101396,170340,1215.87,5,62,N,5,N,N,0,5,N,0,32,154805.0,251,17758,N,5817,102,0,1495649
6769,67451,191754,618.99,5,62,N,4,N,N,0,5,N,0,32,162231.0,291,78402,N,5800,102,0,138949
6769,1867,136077,1637.75,4,62,N,2,N,N,0,5,N,0,33,102458.0,343,78638,N,5817,102,0,398310
6769,93948,24057,1478.14,4,62,N,2,N,N,0,5,N,0,33,103148.0,343,78638,N,5817,102,0,225623
0,54477,173767,465.62,5,0,N,2,N,N,0,0,N,0,33,104503.0,451,0,N,5817,102,0,15855
5666,93876,49630,496.86,5,62,N,2,N,N,0,5,N,0,33,103215.0,343,53728,N,5817,102,0,694491
6769,135832,29883,991.81,4,62,N,2,N,N,0,5,N,0,33,103456.0,343,78638,N,5817,102,0,196667
6779,134080,159617,772.62,5,62,N,5,N,N,0,5,N,0,33,135814.0,247,7712,N,5817,102,0,1424617
5975,144970,102896,539.44,5,62,N,4,N,N,0,5,N,0,33,142250.0,397,88852,N,5817,102,0,995991
6769,147140,171722,1052.3,5,62,N,5,N,N,0,5,N,0,33,152316.0,251,79051,N,5817,102,0,340592
6881,101768,109596,513.8,5,0,N,0,N,N,0,5,N,0,33,222252.0,457,59333,N,0,102,0,516484
6386,106884,111500,541.48,5,62,Y,2,N,N,0,5,N,0,34,125437.0,296,102125,N,3150,27,0,1868822
6716,107244,140920,730.66,6,62,Y,2,N,N,0,5,Y,2,64,234953.0,248,34217,N,5820,102,0,1372192
5975,9728,183324,555.43,5,62,N,4,N,N,0,5,N,0,65,111451.0,263,94383,N,5817,102,0,1515292
6881,80111,95081,513.8,5,0,N,0,N,N,0,5,N,0,65,123256.0,457,59333,N,0,102,0,552209
5975,114978,45117,876.72,5,62,N,4,N,N,0,5,N,0,34,152220.0,263,89731,N,5817,102,0,1282806
6189,69012,88350,683.25,5,62,N,4,N,N,0,5,N,0,65,115919.0,263,96207,N,5817,102,0,1372365
6716,122361,65188,1460.07,5,62,N,4,N,N,0,5,Y,1,65,170726.0,388,60044,N,4247,102,0,1587061
6881,15746,121271,513.8,5,0,N,0,N,N,0,5,N,0,65,163637.0,457,59333,N,0,102,0,552544
6092,95454,17933,609.21,5,62,N,4,N,N,0,5,N,0,65,171231.0,247,8764,N,5800,102,0,1801264
6540,123229,153239,2075.45,5,61,Y,2,N,N,0,5,N,0,66,93548.0,380,54194,N,6550,104,0,1903090
6189,158962,1257,591.55,2,62,N,2,N,N,0,5,N,0,66,104601.0,264,89782,N,5817,102,0,943944
6581,31933,19173,100.83,5,62,N,4,N,N,0,5,N,0,66,71306.0,263,3022,N,5817,102,0,1087188
6716,49326,57189,674.06,5,62,N,4,N,N,0,5,N,0,66,154420.0,247,48822,N,5859,102,0,1730172
6767,81398,114951,652.61,5,62,N,4,N,N,0,5,N,0,66,165107.0,285,18102,N,5817,102,0,1230868
3348,68369,203582,0.0,5,62,Y,8,N,N,0,5,N,0,66,131122.0,380,54238,N,6580,38,0,749358
6767,84029,28688,394.74,5,62,N,4,N,N,0,5,N,0,66,141935.0,247,6476,N,5817,102,0,1159115
6779,63538,132591,523.88,5,62,N,5,N,N,0,5,N,0,66,153702.0,262,8870,N,4907,102,0,944158
6716,109431,119070,334.56,5,62,Y,2,N,N,0,5,N,0,66,170730.0,207,34332,N,5820,102,0,1659043
6716,83801,117765,595.36,5,62,N,2,N,N,0,5,N,0,66,185358.0,380,38387,N,5820,102,0,1730345
6032,94506,70534,825.41,5,62,Y,2,N,N,0,5,N,0,66,222908.0,257,81814,N,5817,102,0,348742
6716,22914,118448,631.29,5,62,N,5,N,N,0,5,N,0,67,82633.0,257,60460,N,5803,102,0,1302325
6032,66998,176698,657.53,5,62,Y,2,N,N,0,5,N,0,66,184958.0,247,78537,N,5817,102,0,377752
6322,50548,70769,563.9,5,62,Y,8,N,N,0,5,N,0,66,214001.0,209,38206,N,5817,102,0,1231073
6189,116903,58590,640.16,5,62,N,4,N,N,0,5,N,0,67,112415.0,263,98818,N,5817,102,0,1231343
6769,143328,19286,626.93,5,62,N,5,N,N,0,5,N,0,67,125253.0,251,77993,N,5817,102,0,377875
5666,54980,143189,727.13,5,62,N,2,N,N,0,5,N,0,67,150911.0,343,53952,N,5817,102,0,750935
6769,26623,210746,713.66,5,62,N,5,N,N,0,5,N,0,67,160727.0,251,84421,N,5858,102,0,291086
6581,154792,45636,633.15,2,62,N,9,N,N,0,5,N,0,67,164614.0,264,3215,N,5817,102,0,1802588
6189,137777,154402,742.39,5,62,N,4,N,N,0,5,N,0,67,222838.0,263,92675,N,5817,102,0,1302982
5975,49049,202788,528.16,5,62,N,4,N,N,0,5,N,0,67,225319.0,263,99593,N,5817,102,0,1016983
6769,145360,203891,726.19,5,62,N,5,N,N,0,5,N,0,67,134759.0,251,78220,N,5858,102,0,348918
5975,142872,145689,1483.1,5,62,N,5,N,N,0,5,N,0,67,143412.0,263,97350,N,5817,102,0,1231516
6769,113455,2548,539.85,5,62,N,5,N,N,0,5,N,0,68,100048.0,251,77992,N,5817,102,0,262745
6779,100076,146936,227.2,2,62,N,2,N,N,0,5,N,0,67,181613.0,264,7972,N,5817,102,0,1373956
6769,144474,91227,464.04,5,62,N,5,N,N,0,5,N,0,68,3059.0,251,78012,N,3588,102,0,435765
6767,75876,212176,266.55,5,62,N,9,Y,N,0,5,N,0,68,64421.0,189,16606,N,5817,102,0,1731259
6322,78968,163804,558.92,5,62,Y,8,N,N,0,5,N,0,68,101920.0,209,38207,N,5817,102,0,1802939
4230,74893,161106,513.8,5,0,N,0,N,N,0,5,N,0,32,164944.0,453,544,N,0,102,0,623388
6716,88499,165042,652.61,5,62,Y,8,N,N,0,5,N,0,32,215328.0,248,34217,N,5820,102,0,1139354
74,154652,208879,513.8,5,0,N,0,N,N,0,0,N,0,33,20158.0,453,611,N,0,102,0,829568
6881,93812,131446,513.8,5,0,N,0,N,N,0,5,N,0,32,234816.0,457,59369,N,0,102,0,515290
6769,37102,53584,1335.73,4,62,N,2,N,N,0,5,N,0,33,103935.0,343,78638,N,5817,102,0,139184
6716,72440,210939,796.9,5,62,Y,2,N,Y,0,5,N,0,33,111800.0,376,34216,N,5820,102,0,1638869
6769,16546,8054,1068.38,5,62,N,5,N,N,0,5,N,0,33,115900.0,251,78070,N,5800,102,0,427389
6677,150886,28963,607.22,5,62,N,4,N,N,0,5,N,0,33,122931.0,292,27283,N,6032,102,0,1496179
6032,157732,174562,366.38,5,62,N,5,N,N,0,5,N,0,33,184234.0,251,78807,N,5812,102,0,81923
6767,86217,106149,765.24,5,62,N,4,N,N,0,5,N,0,33,192318.0,191,16626,N,5817,102,0,1067998
5975,16206,200410,730.66,5,62,N,4,N,N,0,5,N,0,33,195755.0,209,88463,N,5817,102,0,1282456
6769,45792,34046,608.88,6,62,N,9,N,N,0,5,N,0,33,212231.0,251,84421,N,5858,102,0,67711
5975,8414,138273,1081.24,5,62,N,5,N,N,0,5,N,0,34,120908.0,263,97154,N,5817,102,0,996472
3226,2463,57301,473.36,5,62,Y,8,N,N,0,5,N,0,34,94632.0,192,90135,N,1458,102,0,697034
6716,115419,102253,535.31,5,62,N,4,N,N,0,5,N,0,34,124424.0,292,35955,N,5820,102,0,924967
6032,43133,108307,452.79,5,62,Y,2,N,N,0,5,N,0,64,215517.0,250,84286,N,5817,102,0,233184
6769,115688,128834,495.44,5,62,N,4,N,N,0,5,N,0,65,121045.0,291,84156,N,5858,102,0,204599
6769,122494,87068,757.71,5,62,N,4,N,N,0,5,N,0,65,121923.0,251,78504,N,4481,102,0,434947
6032,138797,20749,1071.12,5,62,Y,2,N,N,0,5,Y,2,65,90351.0,247,82174,N,5817,102,0,233275
6716,76867,178122,808.48,5,62,N,4,N,N,0,5,N,0,65,195049.0,349,70737,N,5813,102,0,1015519
3221,94101,62322,549.13,5,61,N,2,N,N,0,5,N,0,65,183230.0,380,54443,N,644,104,0,748185
6881,148629,30283,513.8,5,0,N,0,N,N,0,5,N,0,66,92923.0,457,59333,N,0,102,0,553177
6215,29615,192672,420.41,5,62,Y,2,N,N,0,5,N,0,65,230800.0,380,54238,N,6580,38,0,1902792
6769,49787,209576,608.55,5,62,N,5,N,N,0,5,N,0,66,213943.0,251,78008,N,5812,102,0,464555
6032,56890,199231,640.76,5,62,Y,2,N,Y,0,5,N,0,66,224425.0,286,78724,N,5817,102,0,233783
6767,5251,144464,387.24,5,62,N,5,N,N,0,5,N,0,67,122630.0,251,17751,N,5817,102,0,1016549
6826,138349,92365,242.8,5,62,Y,8,N,N,0,5,N,0,67,140434.0,441,20181,N,5817,102,0,1231493
6881,48018,87867,0.0,5,0,N,0,N,N,0,0,N,0,67,182009.0,458,0,N,0,102,0,554945
3348,81187,68234,103.48,5,62,Y,8,N,N,0,5,N,0,67,210524.0,289,54828,N,3460,46,0,751601
6231,96400,165973,275.39,5,62,Y,2,N,N,0,1,N,0,68,31303.0,210,20135,N,5817,102,0,1905141
3348,13167,68444,103.48,5,62,Y,8,N,N,0,5,N,0,66,211333.0,380,54238,N,6580,38,0,749952
5975,64673,38623,541.48,5,62,N,2,N,N,0,5,N,0,67,111203.0,212,96528,N,5817,102,0,1516623
6716,113797,67702,750.02,5,62,N,4,N,N,0,5,N,0,68,131012.0,294,35730,N,5820,102,0,1374390
6769,36276,84094,772.62,5,62,N,5,N,N,0,5,Y,1,68,93806.0,388,77898,N,3588,102,0,205425
6716,5585,151237,677.88,5,62,N,4,N,N,0,5,N,0,68,130559.0,247,34429,N,5820,102,0,1088733
6716,94337,176512,668.27,5,62,N,5,N,N,0,5,N,0,32,170823.0,251,46341,N,4526,102,0,1638520
6716,5030,200562,691.69,5,62,Y,8,N,Y,0,5,Y,2,32,192707.0,281,63359,N,2260,102,0,1353263
3217,109557,3451,1210.98,5,13,Y,8,N,Y,0,5,N,0,33,153220.0,247,44859,N,379,20,0,694899
6881,14303,136238,513.8,5,0,N,0,N,N,0,5,N,0,34,115108.0,457,59333,N,0,102,0,516819
6779,35280,30049,705.99,5,62,N,4,N,N,0,5,N,0,32,82937.0,263,8402,N,5857,102,0,1138781
3348,81709,86943,342.9,5,62,Y,8,N,N,0,5,N,0,33,234509.0,289,54828,N,3460,46,0,695861
6557,10767,82866,1415.42,5,62,N,2,N,N,0,5,N,0,34,105908.0,203,32340,N,5817,102,0,1068268
3405,120380,190385,610.92,5,35,N,4,N,N,0,5,N,0,34,114355.0,212,74723,N,4314,72,0,697119
6032,132490,9336,882.76,5,62,N,5,N,N,0,5,N,0,32,125554.0,247,84120,N,5800,102,0,225392
5975,118758,184017,162.69,5,62,Y,8,N,N,0,5,N,0,32,175804.0,209,90016,N,5817,102,0,1210546
5962,95972,68101,1129.46,5,62,N,4,N,N,0,5,N,0,32,204045.0,292,77225,N,3588,102,0,853038
6215,37788,106353,652.61,5,62,Y,2,N,N,0,5,N,0,32,212332.0,289,54828,N,3460,46,0,1867073
6769,25789,147439,701.71,5,62,N,5,N,N,0,5,N,0,33,94657.0,251,86175,N,5812,102,0,369522
0,152429,137728,465.62,5,0,N,2,N,N,0,0,N,0,33,105052.0,451,0,N,5817,102,0,15993
6581,155157,174921,1186.85,5,62,N,2,N,N,0,5,N,0,33,113008.0,349,2081,N,5817,102,0,1638821
6092,84049,15069,277.55,5,62,N,5,N,N,0,5,N,0,33,125046.0,294,7514,N,5817,102,0,995976
6581,40201,166093,407.87,5,62,N,2,N,N,0,5,N,0,33,133231.0,432,5483,N,5812,102,0,1067810
6231,95454,17933,636.52,5,62,N,5,N,N,0,5,N,0,22,153002.0,292,14607,N,5817,102,0,846374
6189,9442,199329,294.13,2,62,N,2,N,N,0,5,N,0,33,143228.0,264,98508,N,5817,102,0,1710387
5975,121350,68135,723.33,5,62,N,5,N,N,0,5,N,0,33,201630.0,263,96277,N,5817,102,0,1710603
3563,73199,4082,143.64,5,10,Y,8,N,N,0,5,N,0,34,52723.0,396,55805,N,6580,16,2,696491
6769,80165,58114,680.04,5,62,Y,8,N,N,0,5,N,0,34,104930.0,247,78537,N,5817,102,0,398550
6767,8878,12126,759.87,5,62,N,4,N,N,0,5,N,0,34,113251.0,191,16616,N,5817,102,0,1211431
5975,36180,169193,513.8,5,62,N,5,N,N,0,5,N,0,34,113807.0,263,97705,N,5817,102,0,1140063
6716,78548,87151,776.78,5,62,Y,8,N,Y,0,5,N,0,34,140007.0,209,34206,N,5820,102,0,1710876
6767,51054,5009,1119.2,5,62,N,5,N,N,0,5,N,0,34,145905.0,417,18788,N,5817,102,0,1782486
6769,51231,46468,369.36,4,62,N,2,N,N,0,5,N,0,33,111649.0,343,77873,N,5817,102,0,139253
6716,31113,17287,303.93,5,62,Y,8,N,N,0,5,N,0,33,133650.0,248,34217,N,5820,102,0,1496231
6032,81154,63519,663.22,6,62,N,2,N,N,0,5,N,0,33,144948.0,280,85159,N,5858,102,0,67745
6581,51492,82780,625.04,5,62,N,5,N,N,0,5,N,0,33,200837.0,250,4667,N,5800,102,0,924778
6769,107979,39506,766.3,5,62,Y,8,N,N,0,5,N,0,33,205654.0,247,82174,N,5817,102,0,398510
6032,81863,34925,622.19,5,62,N,5,N,N,0,5,N,0,32,121713.0,247,78098,N,5800,102,0,253854
6769,14393,209887,362.61,5,62,N,5,N,N,0,5,N,0,22,151240.0,228,80720,N,5817,102,0,136454
5975,22595,62746,509.32,5,62,N,5,N,N,0,5,N,0,32,150751.0,397,99746,N,5817,102,0,995425
6189,55483,121345,814.52,5,62,N,5,N,N,0,5,N,0,32,183843.0,292,95322,N,5817,102,0,995618
3217,31470,73766,259.98,5,13,Y,8,N,N,0,5,N,0,34,30504.0,247,44859,N,379,20,0,696406
5975,47105,63844,772.41,5,62,N,4,N,N,0,5,N,0,34,101417.0,263,92602,N,5817,102,0,1568299
3226,6010,41962,509.32,5,62,Y,8,N,N,0,5,N,0,32,120851.0,192,90135,N,1458,102,0,692193
6413,89429,29738,821.57,5,62,N,4,N,N,0,5,N,0,32,155233.0,270,52763,N,5817,102,0,1495654
6231,16679,94987,612.5,5,62,N,9,Y,N,0,5,N,0,32,125737.0,349,16396,N,5817,102,0,1423948
6716,147130,7149,691.17,4,62,N,2,N,N,0,5,Y,1,32,214037.0,247,34949,N,5817,102,0,1424346
6834,96490,91400,604.55,5,62,N,5,N,N,0,5,N,0,15,185536.0,263,98456,N,5817,102,0,1128521
6769,147797,28068,740.12,5,62,N,5,N,N,0,5,N,0,32,164632.0,251,77989,N,5817,102,0,110136
5975,8052,26949,321.52,5,62,N,5,N,N,0,5,N,0,32,180133.0,263,97141,N,5817,102,0,1281760
6769,93997,208073,227.2,5,62,N,5,N,N,0,5,N,0,32,181953.0,251,78017,N,3588,102,0,282551
6625,44380,167601,64.98,5,62,N,5,N,N,0,1,N,0,32,185122.0,251,79043,N,6456,102,0,1866807
6189,73741,86754,555.04,5,62,N,2,N,N,0,5,N,0,33,144927.0,207,89004,N,5817,102,0,853385
6032,118698,125040,650.57,5,62,N,9,N,N,0,5,N,0,33,181755.0,299,80060,N,2310,102,0,110636
3226,150137,192227,0.0,5,62,Y,8,N,N,0,5,N,0,32,111103.0,192,90196,N,1458,102,0,692061
5975,28527,31478,755.52,5,62,N,4,N,N,0,5,N,0,32,121823.0,299,94616,N,5817,102,0,1423923
5756,155241,15547,936.49,5,67,Y,8,N,Y,0,5,N,0,33,120713.0,37,73398,N,6098,38,0,694637
6625,80403,64684,490.68,5,62,N,5,N,N,0,1,N,0,33,143425.0,291,78350,N,5817,102,0,1867778
6430,55882,104462,1518.61,4,62,N,1,N,N,0,5,N,0,34,155312.0,343,53952,N,5817,102,0,1869115
6231,149038,175400,513.8,5,62,N,5,N,N,0,5,N,0,65,163457.0,191,16616,N,5817,102,0,1086845
6716,65198,84585,517.34,5,62,N,4,N,N,0,5,N,0,34,91836.0,343,39456,N,5820,102,0,1140011
6881,155352,35566,513.8,5,0,N,0,N,N,0,5,N,0,65,183403.0,457,68562,N,0,102,0,552745
6769,2444,137590,422.24,5,62,N,5,N,N,0,5,N,0,66,125535.0,251,79257,N,3588,102,0,233639
6767,2864,70280,643.76,5,62,N,4,N,N,0,5,N,0,66,131339.0,292,17876,N,5817,102,0,1373039
6769,62312,211246,964.51,5,62,N,5,N,N,0,5,N,0,66,133757.0,251,84421,N,5858,102,0,262225
6769,53936,173909,632.22,5,62,N,5,N,N,0,5,N,0,65,134454.0,251,78018,N,3588,102,0,464083
6032,5060,63896,560.46,5,62,N,5,N,N,0,5,N,0,65,153335.0,247,78098,N,5800,102,0,146930
6032,59033,151909,1202.35,5,62,N,5,N,N,0,5,N,0,65,210643.0,257,82864,N,5817,102,0,204737
6881,84748,7337,513.8,5,0,N,0,N,N,0,5,N,0,66,185604.0,457,59333,N,0,102,0,553966
6189,23971,167960,817.13,5,62,N,5,N,N,0,1,N,0,66,190650.0,292,87981,N,5817,102,0,1903675
6716,120374,134387,937.95,5,62,N,4,N,N,0,5,N,0,66,191134.0,305,70071,N,2310,102,0,1802028
6716,142273,93493,260.85,5,62,N,5,N,N,0,5,N,0,66,141951.0,257,39740,N,3590,102,0,1373113
6716,149636,95738,465.62,5,62,N,2,N,N,0,5,N,0,67,142844.0,430,101063,N,3294,102,0,1802486
5588,72117,110080,705.99,5,62,Y,8,N,N,0,5,N,0,66,183813.0,296,73998,N,3426,42,0,749817
6581,137555,26828,699.16,2,62,N,9,N,N,0,5,N,0,67,60309.0,264,3210,N,5817,102,0,1802170
6322,12256,171427,2039.02,4,62,N,2,N,N,0,5,N,0,67,172711.0,380,38454,N,5800,102,0,1231650
5978,6914,5213,426.47,5,62,N,4,N,N,0,5,N,0,67,190732.0,292,33035,N,5817,102,0,1231728
6769,39558,59765,1028.43,4,62,N,2,N,N,0,5,N,0,67,93257.0,207,78249,N,5817,102,0,262445
6777,141833,13143,629.74,5,62,N,5,N,N,0,5,N,0,32,131306.0,263,4588,N,5800,102,0,1423962
6032,32825,100459,364.88,5,62,Y,2,N,N,0,5,N,0,32,220549.0,250,84286,N,5817,102,0,196601
6881,32393,82719,513.8,5,0,N,0,N,N,0,5,N,0,32,72623.0,457,68638,N,0,102,0,514104
6625,128964,158856,580.19,5,62,N,5,N,N,0,1,N,0,32,112938.0,251,77988,N,5817,102,0,1866308
6593,141368,167304,622.66,4,26,Y,2,N,N,0,5,N,0,32,113808.0,320,9405,N,3426,75,0,1866314
6769,100174,31846,946.41,4,62,N,2,N,N,0,5,N,0,33,102234.0,343,78638,N,5817,102,0,196694
5975,114436,197689,593.98,5,62,N,4,N,N,0,5,N,0,33,125351.0,263,98380,N,5817,102,0,924447
6203,4274,78962,278.31,5,13,Y,2,N,N,0,5,N,0,33,170012.0,247,44859,N,379,20,0,1867916
6032,26330,107332,1434.69,5,62,Y,2,N,Y,0,5,Y,1,34,112001.0,286,78724,N,5817,102,0,254576
